artDate,year,intern_id,content
12/28-01/01,109,10,接近年底會發現辦公室某些同事的任務變多，很多公司在年底都開始急著要處理完一些期限內的發票，陸續會聽到一些公司的來電，但發票的部分還是一如往常，這個禮拜過完再回來工作就是明年了，新的一年希望自己在工作上可以有更多的學習以及成長，也希望自己在實習結束以前，可以盡全力做好自己的本分，而且因為公司在信義區，這個禮拜會遇到跨年的人潮，主管怕我們下班時間會衝撞到人潮壅擠時段無法順利回到家，所以讓我們提早下班～～
01/04-01/08,110,10,新品上市慢慢要告一個段落，一切的工作也差不多要恢復正常的分配，謝謝這段時間來支援的同事，在新品期間同事有去有留，有開心也有不捨，但很幸運可以遇到很多好同事，新的一年不知不覺我也進來蘋果公司快半年了，這半年來學到的已經可以讓我有能力教會一些新人基本的工作事項，也從教學中可以獲得成長，每個人的學習能力跟理解能力不盡相同，用不同的方式去找到新人可以理解的方法，也是一種另類的成就感，在這邊不只學習到工作上的事物也可以累積其他經驗，也許在未來有可用之處。
01/11-01/15,110,10,最近公司檔案需要進行整理，主管有交辦事項讓我協助處理，因此面對這個平常沒接觸的工作，要在短時間內理解工作流程以及處理方式，增加了我在事情處理方面的能力，在檔案處理期間有很多流程上的問題，所以不斷的跟主管討論需要怎麼修改流程，才能讓整體作業操作起來比較順暢，也多虧了這個臨時被交辦的工作，學到了不一樣的做法，資料很多很繁瑣，要確保自己的正確性以及完整度，謹慎地去完成主管交代的所有工作，並且在有效率的情況下完成。
01/18-01/22,110,10,本週一樣在整理主管另外交代的任務，整合這些公司需要建檔的文件，在整理檔案的同時學到更多Excel的功能，平常上課或者考試時的應用不深，在工作上實際操作時才可以發現其實Excel是很好的工具，也有太多我以前不知道的功能，它也讓工作的效率提高了很多，如果在工作之餘有閒暇時間，我會試著去了解更多關於Excel的應用，讓未來不管在哪個公司，或是其他作業上可以更有效地完成項目，這禮拜也大致把主管交代的這項任務完成了，很開心過程中也沒有出什麼問題。
01/25-01/29,110,10,由於去年底有一些人事變動，有些作業上的流程需要讓新進人員也可以學習，當初的教學檔案並不是很完善，主管也將教導新人此項目的工作交給我，這週比較集中在調整及修改流程的檔案，並且跟主管核對是否有需要修改的部分，並且討論教學安排及時間，也利用空閒時間去整理需要教學的東西，把我的所學轉換成一種方便理解的內容，這個工作比較需要去判斷很多地方的資訊，需要較高的理解力以及細心度，再加上自己的實作，很快就可以上手。
02/01-02/05,110,10,這禮拜主要集中在準備項目培訓的流程，跟同事討論相關細節，一併整理以往我們曾經遇過比較特殊的範例，方便在教學時可以舉例給新進人員判別，也要整理此項目該注意的地方以及容易出錯的細節，要特別謹慎，因為是會直接跟顧客有連結，就像老師上課需要準備教材一樣，但由於一些工作上的變動，教學的時程可能會延後，先培訓其他比較急迫的項目，因為新品期間的人員變動，目前會有一大段培訓期，此時滿慶幸自己在一個很剛好的時間點進到公司，該學的東西大致上都學完了，也有能力去幫助別人。
02/08-02/12,110,10,在上三天班就要過年了，覺得實習的日子過得很快，想當初從七月近來到現在，學了不少東西，也一起經歷過很多事情，但開始實習以後再也沒有學生的寒暑假了，我們公司沒有彈性放假所以也不會補班，因此我們上班到二月十日才開始放年假，但主管也因此讓我們提早下班，早點回家過年～～這禮拜就是一個放長假前的收尾，把長假以前該討論好的事項，該準備好的工作都完成，然後可以安安心心地放個好假，應該好好珍惜學生時期的寒暑假，上班以後倒是特別懷念各式各樣的學校生活。
02/15-02/19,110,10,放完跟寒假比起來短很多的春假了，要馬上收心繼續認真工作，原本預計我要培訓的項目從年後再順延了，因為有上海公司的協助工作需要提前培訓，看來我又多了一點時間可以準備我要教學的內容，目前另一個項目的培訓由另一位同事負責，但有時候也會支援他教學或幫忙看著新進人員的實作狀況，適時地讓他們去判斷各種案例，這禮拜也因為有些檔案需送倉保存，所以安排了新的流程的培訓，學習如何將檔案送進倉庫保存，以及此系統的相關作業功能。
02/22-02/26,110,10,這週臨時接到另一個任務是要培訓我平常負責特殊信件處理的項目，由於新品期間人員調動以後，會這個項目的人員不多了，因此要先培訓這個部分，以便工作上的安排，還好這個是我每天熟悉的作業，所以臨時要培訓對我而言不會有太大的問題，也把我當初整理的筆記提供他們參考，整理當初被培訓時的重點，以及自己的經驗的濃縮，把大致上會遇到的狀況都整理出來，讓他們學會先去判斷，同事也跟我說我的教學很清楚，而且會因應每個人的學習狀況去做調整～～
03/01-03/05,110,10,上班之後覺得這種小小的連假都是幸福，終於明白為什麼很多人還是懷念那些學校生活，因為上班每天處理公事其實不像學校那麼自由以及悠閒，忙起來的時候像戰場，上班族跟學生相比唯一的好處大概就是有薪水可以拿，越來越接近實習尾聲，越來越感受到要進入社會的那種感覺，好像就是少了一個學生的身份，社會不會再對你友善以及包容，所有的現實都是殘酷的，但不管怎樣還是要認真做好自己的本分，並且要更為自己的所作所為負責，盡力去做好每一件事。
03/08-03/12,110,10,本週我們進行作業流程的更新，在經過上級主管們的討論，由於一些工作的輪調以及其他安排，將我們平時早上作業的流程修改的更有效率，也因應郵局修正調整了一些部分的統整，大家也針對新流程將問題提出一起討論修改方案，讓新的流程更順暢，也把主管他們沒有想到的問題，但我們在實作上會碰到的狀況提出來，都討論完以後就從這禮拜開始實施新的作業流程，一開始多少會有不適應的地方，但還好一次要臨時改的地方並沒有太大的反差，才有辦法快速調整過來。
03/15-03/19,110,10,本週因為上週說的工作的調整，我們組別需要學習新的工作，所以這星期的每天下午都有安排新項目培訓的時間，但這個新項目對我而言比較不難理解，因為前陣子主管有臨時找我幫忙此項目的業務，當時已經大概都略懂該如何作業，所以學習起來比起大家更是得心應手，也可以多幫忙其他同事去理解此項工作，最近公司較集力於調整工作上的分配，跟以往的模式已經不同，需要多花時間去適應，也在這些試應期中盡可能去找到未來可能會發生，但目前還沒想到的問題，先未雨綢繆避免臨時發生的時候無法立即解決。
03/22-03/26,110,10,這禮拜大家都被分配下去處理上禮拜新學習的項目，主要是在處理顧客退貨的折讓單，每個人都還在熟悉自己被分配到的工作，這項工作拆分了很多細項，每一個細項卻又是環環相扣，因此更謹慎地小心不能出錯，但由於星期三要返校實習座談，所以有調整了一下工作分配，我提早將自己該處理的部分在星期二下班前儘早處理完，上個禮拜老師也問我要不要參加實習的比賽，雖然猶豫了很久，但還是想說嘗試一下，所以也謝謝老師願意給我這個機會，我會盡力去做的。
03/22-03/26,110,10,到實習後期學到更多的是如何將工作教導給新人，進來的時間比起新進人員相對上來得久，適時的給予幫助及指導，再加上主管指派給我們的任務，負責教學某些項目，增加了我在表達或理解以及察覺問題的能力，有些新人在教學時會說自己明白了，但實際操作的時候卻出現了錯誤，其實很明顯就能發覺他們其實沒有完全掌握到這個任務的模式，在實習期間我明白到只要先理解每個任務的邏輯，以及每項任務的前因後果，其實就能很快地去掌握到各個工作的處理辦法，但每個人的學習能力不一樣，也並非適用於每一種教學方式，因此透過這個機會才能讓我更明白「因材施教」的道理，也把我自己的經驗換成教學的教材，也能提前先告訴新人曾經遇過的特殊狀況，以及每個狀況的應對方式。
03/22-03/26,110,10,在實習期間的後半段，那時候剛好遇上了有同事要離職的一些人事上的變動，主管也曾經問過我要不要到另一個職位試試看，但基於種種因素的考慮，甚至是因為當時在學校也還有一些社團的職位需要兼任，如果有臨時的狀況，在另一個職位上較難調整我的時間，另外由於我也思考過實習結束是否要留任的情況，最終決定去尋找自己理想類型的工作，在這間公司真的學到很多沒有錯，但和自己理想要找的工作不盡相同，因此站在公司立場思考，如果我接了新的職位花費了一些培訓的時間，但工作沒多久我又要離開，其實是很消耗人力成本的一個問題，與其如此不如讓公司直接培訓一個可以繼續待下去的人。
03/22-03/26,110,10,在這個公司學習到很多，但也明白自己還有很多部分需要再精進，彷彿只是看到社會技能中的一小小部分，很感謝主管賞識也希望我可以繼續在公司和同事們一起打拼，如果有機會我會努力去學習各項技能，但不管是在目前的公司或是未來的工作上，其實都是需要抱持著一種活到老學到老的精神，並且更努力去充實自己，讓自己可以再更上一層樓。
11/30-12/06,109,11,這個月開始台北大批銀行新鮮人專案，我們需求人才為剛畢業新鮮人，有金融證照會更好，所以面試者基本上都屬於和我差不多，所以在面試看起來會比較迷茫。這禮拜有個特別活動就是台新每年舉辦盛大聖誕點燈回饋給客戶，點燈真的超級漂亮，當天我擔任關卡的工作人員，和來賓玩樂互動，是一種實習中的小樂趣。
12/07-12/13,109,11,這週和往常一樣忙碌招募銀行新鮮人，但因為12月屬於年尾，所以人資部屬於淡季，所以這個月我會看起來輕鬆，但我都有積極在看證照書籍。 我正在努力想辦法提升自己進入台新其他部門。
12/14-12/20,109,11,這週和往常一樣忙碌招募銀行新鮮人，但特別是這週我自願加班參加台新舉辦的基金會頒獎活動當志工，活動當天好熱鬧，我們也是忙得不可開交，但都是HR的好同事，所以工作起來自然很輕鬆，我覺得偶爾加班偶爾參加台新舉活動很有趣。
12/21-12/27,109,11,由於12月是淡季，所以台新舉辦各式活動，而我也是積極參與，因為我想要在實習生涯中，除了學習部門作業外，我想累積活動參與的各項經驗，也能和部門同事相處更融洽；也能透過活動認識不同部門的同仁。
12/28-01/03,109,11,這週開會有提到後續可能會開新專案，像訪JUMP TEAM此專案，但目前還規劃中，但我會我主管需要準備職務簡報、邀約話術、面試通知信等等…所以這週和我主管天天在討論此專案。今年的最後一個禮拜；告訴明年的自己加油!!!
01/04-01/10,110,11,今年的第一個工作日希望一切順利也能在實習學習更多…不知不覺來台新半年都已經有特休可以休，這禮拜的面談遇到很多服裝不合格的面試，只能說提醒要面試前請了解面試基本儀容是最重要的!!!
01/11-01/17,110,11,這禮拜一路既往的工作內容，其中是有實習半年的實習生做滿期要離開了，萬般不捨畢竟剛開始我們不同學校一起從懵懵懂懂到現在相處起來自然如認識很久的朋友似的，只能說畢業了各自有各自要發展的未來，希望我們未來都好還能再約!!!
01/18-01/24,110,11,這週是我PM請我吃牛排，說不上來的感謝他，在這實習一路以來，他對我的照顧真的很大，無論我做得如何他都無條件站我這邊，而時不時會一直請我吃好吃的，一直以來都和我向朋友一樣相處自然而有趣，我很謝謝他在實習遇見她。
01/25-01/31,110,11,這週開始實施新專案Hunter Team 空中理財顧問，顧名思義是空中理專，業務性質工作，主要幫客戶諮詢理財服務還有金融商品的銷售，只是它是無區域性經營，需出差拜訪客戶，所以難度變得更高，我要很努力邀約面試者。
02/01-02/07,110,11,這週新專案正式執行，hunter  team當天到場人數，雖然不多，但單位主管和HR AO都很認真努力面談，最終把員額補齊，超級感動。一種任務達成的感覺。希望後續的專案都能順利完成!!!
02/08-02/14,110,11,這周是一個開心周，大家都領年終了，跟我很好的主管他請我兩天的大餐，還有這周只上兩天班，因為過年來了，而且台新人資處長對實習生真的很好，他給實習生包好大一個紅包，真開心!!!不想離開台新人資這大家庭。
02/15-02/21,110,11,這禮拜是開工周，開工日那天下午HR辦一場盛大的抽獎活動，我抽中2000現金，超級開心。開心的時光結束後，這周我和個金AO會議，要新開一場消金業務和台北客服的職缺面試，所以我這周開始忙碌起來。
02/22-02/28,110,11,開始忙碌了，每天都有一個專案，天天看履歷天天打電話給面試者，而且我覺得我所屬的專案都很難邀約，因為業務類型工作真的很少人願意，而且有很多專案都是突然而來的，所以馬上要有主應的面試者就會很少，只能說繼續加油!!!
03/01-03/07,110,11,這周是第二場空中理財顧問面試，應該是最後一場，這場參加的人數很少，但好險質還算不錯，主管面試竟然錄取五位，如果你問我這麼多專案我最挫折的是哪個?我會說是空中理財顧問，因為拒絕我的超級多…不過我還是很努力邀約。
03/08-03/14,110,11,這周的是春酒，但和去年不一樣，去年是整個人資處辦春酒，但今年因為疫情，所以各組自行舉辦，但都一樣很歡樂。春酒顧名思義就是增進團隊的默契，所以組再一起相互吃飯喝酒。但這周我也很忙碌，一邊是銀行新鮮人面試一邊又有消金貸款。
03/15-03/21,110,11,這周份內功做較輕鬆，而且我現在利用剩餘時間讀書，在這周二去考金融常識證照，希望我可以通過。然而組內其他同仁假日加班需要人支援，我就去支援，順便了解一下其他同仁的工作項目，才發現真的每項專案都不是很簡單，各有各的難處。
03/22-03/28,110,11,由於我們通常都是禮拜三辦銀行新鮮人面試，但因為我要返校所以這周取消一場，順帶一提現在台新EW實習生已開始招募，陸陸續續有收到德明行銷系很多學弟妹的履歷，我們也都在盡快作業，選出適合的人才，歡迎學弟妹加入。
03/29-04/04,110,11,這周是最後一周的心得，到這周也代表著我離實習結束的時間接近，在實習期間真的學習很多，接觸形形色色的人，在台新這個大家庭裡我過得很歡樂，謝謝大家。我也感謝實習老師一路以來的訪視，在訪視裡無任何壓力，都是一路給我們放鬆聊聊狀況，現在的我也在努力想未來我的方向，希望可以的話以人資的方向有下去。
03/29-04/04,110,11,(1) 企業提供良好職場環境，培養學生專業技能、發掘問題及解決問題的能力。 (2) 企業指導同學「在工作中學習」，對理論與實務之結合產生更深的體認。 (3) 企業訓練同學處世應對之道，培養職業倫理及團隊合作精神。 
03/29-04/04,110,11,提早邁入職場生活，歡迎體驗台新職場體驗計畫(EW)，我是透過此計畫加入台新銀行，擔任人力資源處的實習生，在職場計畫裡我們可以學習很多與人溝通交流業務以及專案的流程進展，主要就是團隊合作的能力，貫串台新四大主軸誠信、承諾、合作、創新，希望未來的我可以加入台新銀行成為優秀的員工。  實習過程裡，歡樂成分多，就像一個大家庭，該認真就認真該玩樂就玩樂。主要專案過程學習良多，可以從中看到很多銀行新鮮人的履歷，剛開始我可能摸不清面試官想要的人才是什麼，但時間長後漸漸的你會抓到面試官的節奏，抓住面試官想要的，撈取履歷時方便明確多。人際交流是實習中最重要的環節，在面對所有的長官以及同仁等都要拿捏好分寸，主管交代事項除了最好外，不懂之處也要有禮貌詢問，不要不懂裝懂，反倒會讓主管厭惡。  實習這一年裡，我特別想把這段落的心裡話告訴大家，我想在這段裡面一一感謝一些人，有他們在地在一年裡，讓我很溫馨很感動，也日益學習很多，尤其是它們把我當成朋友對待。  招募組協理-惟苓:柯老師是一個很注重細節的老師，我很認真地把她當老師，她會在我們不懂會做不對的地方，用一些我們明白的比喻教導我們，從中學習良多。  招募組副理-玲禕:我實習生活中的好姐妹，她對我百般的照顧，中午請我吃大餐，我遇到問題都是第一時間站在在我這邊幫我解決，我很認真覺得能夠遇見她是很開心的事。  招募組襄理-沈曄:也是我姐妹其中一員，明明我和她專案不會碰到，但我們卻什麼都能玩在一起，有說有笑有鬧，這樣的關係我想永久保存。  人行部-竺姐:鎮住瘋狂的我唯一一人，還有很多很多人需要去感謝。因為台新人資處這個大家庭對我好得太多太多。但我還是想說實習真的是個很好的提案，讓學生提早去踏入社會去面對形形色色的人事物，這樣對未來才不會陌生的畏懼。我希望未來的我繼續以人資的方向工作。
03/29-04/04,110,11,想學習的事應該說該改進的事，我希望我可以和自己的主管學習如何長大像樣，他說我還是太孩子，遇到被同期的態度差，不應該軟弱，沒有錯就應該勇敢地站出來。後續如果我想留在台新就得多方面考證照，我有在努力，但我研究後希望往人資方面走，但短期我還是有在努力準備。希望可以很順利考取證照。
11/19-11/25,109,12,越是到了12月，工作就真的變忙，就連電話也是接不完。每天都日復一日、一直重複同樣的生活。從看不完的簽呈到外接其他部門的申請單，甚至是幫忙同事製作報表，都一樣。每次有同事拿文件給我，看到我桌子上凌亂不堪的樣子時，都不知道該放哪，只能尷尬的疊放文件上。因此那段時間都被調侃說:家瑜現在是我們裡面工作最多也是最忙的。每次聽到這句我都很尷尬，畢竟我是事多但有些可以快速完成(如果忽略文件一直進來的話)，大部分文件真的都還可以半天內解決，所以都算還行。即使每天都過一樣的日子，但工作就是這樣，做久都大同小異，慢慢地就會習慣了。
11/26-12/02,109,12,雖然上次週記說12月變很忙，但這周很奇妙、出乎意外的不忙，反而還有點空閒時間，難道說是因為我忙太久老天爺終於聽到我的心聲讓我工作量減少?所以我就利用時間開始看哪時候返校。不然自己一直都扮演著上班族的身分，突然要轉換成學生身分還是很不習慣。但這是個很奇怪的感覺，明明是學生但因為實習所以平常根本沒去上學，好笑的是，返校時走在學校路上都覺得很陌生，等見到老師和同學才緩過神來發覺自己不在辦公室而是在學校。然後就馬上變換角色和心態/心情和好久沒見的人聊天。
12/03-12/09,109,12,這周也是一樣變得空閒時間很多，所以有額外多做些同事的工作和學習些新的東西。自從待在這裡後常常覺得自己有點像神經病。明明希望事情不要太多，但真的變少又覺得很難受、想趕快找事做，否則我真的全身不對勁。那時才想找事做時剛好同事給我一疊資料問我現在有沒有空，我一聽當然馬上說有空!原來，因為他今天很忙但又有一疊資料需要趕快處理才請我幫忙順便教我新的東西，這樣我就可以在有空的時間幫忙他。對我來說，這個不僅可以做事不讓自己無聊還可以學習正職的工作，根本一石二鳥。
12/10-12/16,109,12,在上禮拜學習到新東西的我，這週在沒有同事的幫忙下自己親手用了一些覺得心情很好、又被我學到一個東西的舒爽感覺。雖然學習很好，但如果之後工作又突然增加可能就沒有時間幫忙了，就覺得不開心。好不容易人家願意讓我多學職務以外的東西，結果卻因為自己忙不來而不能做，想到就難過。這樣想完後的一週內竟然都沒有增加工作量，反而還越來越閒，因此就開始做我份內以外的工作，做著做著就越來越得心應手，雖然中間有些看不太懂需要請教但我大致上都可以自己用了，心裡有種說不出的充實感。
12/17-12/23,109,12,還是一樣，這週也是工作量不多，利用空閒時間來做其他同事的工作。這樣一看，我發現已經有快一個月的時間上班那麼輕鬆了，回顧以往根本是不太可能的事啊。從一到公司打開信箱像紙片一樣飛來許多信件、同事或其他部門時不時送來文件請我處理等等…基本上光這兩樣就佔了我半天的時間。下午也是，處理簽呈、幫同事、和飛來飛去文件。等處理完都發現已經要5點了，快要下班了。但現在，卻是空閒空閒。只能說，要是幾個月前的我一定想不到未來我會如此輕鬆。
12/24-12/30,109,12,年底了，我來台新也有半年了。前幾天同事問我說:家瑜，你來台新半年了有什麼想法嗎?老實說我當下的想法只有一個「時間好快」。對啊，我從7月初到現在年底，中間發生許多大大小小的事，有啼笑皆非、傷心難過。到現在這些心情還是無時無刻發生在我身上。但我想說的是，從對事物的懵懂無知到現在能為其他人甚至部門及公司解決問題，這之中的經歷不是一言兩語就能說出來的。來這邊實習，對我來說不只是對公司、同事和職務的了解和賺錢，更是來磨練自己的人生經歷。
12/30-01/06,109,12,這週有終於比較忙了，可能是因為同事請假，基於代理人關係我需要幫他處理工作吧。不過那天也沒到很忙，就是做完一件事後沒多久又陸續有事情做，我覺得這樣的節奏是最剛好的，不會很快也不會很慢讓我比較沒負擔。但以往只要那位同事請假，我的工作量不僅暴增一倍還會變得非常忙，有好幾次忙到中午吞完飯後又繼續做事，還有被別的同事說:家瑜今天看起來好忙，一直跑來跑去，還是不要打擾你好了。所以他請假我都很害怕，私底下都叫他逼不得已拜託別請假。不過現在沒關係了，因為我目前都有空喔。
01/07-01/13,110,12,這週很特別，因為1/13是我的生日。當天一到公司，主管不知道怎麼知道今天我生日，就跟我說生日快樂。讓我又驚又喜。更讓人驚喜的是，過了一小時後告訴組內說因為今天我生日所以中午大家一起聚餐。那時候就想說，太好了賺到一餐免費。到中午大家一起吃了石頭火鍋，在吃飯的過程中主管問我有想好以後要找什麼工作嗎?那時我回答了個很模稜兩可的答案。說實話，那時的我真的對未來很茫然，不知道自己到底是適合什麼樣工作。但現在是該好好思考了，因為時間也不多夠我慢慢混。
01/14-01/20,110,12,過了一個禮拜後，我又從一般忙回歸到不忙的隊伍了。是年初嗎才會如此清閒，照慣例，還是做完自己的事後繼續用同事的工作。真的是用到很習慣了，就是所謂的得心應手吧。最近一直都拜託工作可以慢慢回到以前工作量的等級吧，不然我真的會越來越像五樓的實習生，有時候還可以不到12點就回家。雖然我是不能那麼早，因為早上/下午要做的是都不一樣，如果能早半小時下班那真的是太棒了。但更是不可能所以只能靠多點工作來麻痺自己、充實的在辦公室生存。
01/21-01/27,110,12,這週也是有點空閒，在我準備問同事有什麼事可以幫忙時，某位同事就給我一疊印花請我幫他貼並銷花。雖然不多但至少有事做不用空在那發呆，但黏到後面真的有點崩潰，不是一直用到手部就是要小心翼翼的撕印花，避免他撕破或撕完後沒放好讓他飛不見。黏完後主管才跟我說其實這個是考驗你細心度夠不夠的工作，一般人可能會隨便撕或黏就了事，但其實應該要仔細檢查是否有遺漏未黏和確認黏完後所剩的印花數量是不是和檢查表一樣，果然，事情沒那麼簡單。
01/28-02/03,110,12,越接近過年，又加上近期的工作量銳減許多，總覺得心一直不在辦公室，想著要去哪玩、吃什麼。我想可能大家想法都一樣，所以很特別的，主管請大家吃了飯，算是小提前團員桌飯。吃飯的過程中聽見許多同事都說著希望今年能繼續順利或發大財，聽到繼續順利，我也是希望在剩下這五個月內能安穩畢業/離職，不要帶有任何遺憾離開公司/學校。這兩個願望應該是我目前最想先完成的，當然，最重要的還是未來職涯發展，而現在，是應該好好思考了。
02/04-02/10,110,12,這週終於睽違已久忙碌起來了，會忙碌有兩個原因。第一:同事請假/第二:過年要到了，許多部門和同事都急急忙忙地在最後前幾天趕出申請或文件給我，不過還好不是集中在一天而是分散開來，不幸中的大幸啊。最開心的是在2/9這天，主管偷偷的對我們大家說，他知道大家都心思都在隔天了所以他今天可以睜一隻眼閉一隻眼讓我們提早一小時下班。沒有想到，我也有跟五樓同學一樣的難得機會，可以提早走。雖然這樣想但到了4點30分感覺大家明明都想走卻覺得沒人走自己走很尷尬，所以出現了很奇特的現象。我也是其中一人，想走卻不敢走，我想這應該是因為在職場上還是應該裝乖、客氣一下?
02/11-02/17,110,12,放完年假隔天回歸上班族模式覺得不適應，心態上也花了整整一天才緩和過來。過年後上班第一天，一切順利、安穩，工作量也從年前的想忙碌變成不忙碌。所以在公司整天也是需要自己找點事做，不然時間會覺得過很慢。但我看看日曆發現也快228假期了，或許再過幾天又要忙碌了，因為同事總是喜歡在假期前才趕出東西給我，所以目測再過個幾天就又要回歸剛進公司的忙碌生活。
02/18-02/24,110,12,結果這週沒我上禮拜週記時預測的忙碌，反而還有種未來會越來越閒的感覺?想到就覺得起雞皮疙瘩，這種有點空閒的日子我不想再過了，我想忙碌點讓自己有事做。不然這種感覺真的很不好受，也不好意思一直打擾同事說有沒有事可以做，自己也沒有太多雜事可做，只能乾巴巴的看著電腦。如果是幾個月前的我一定會求之不得，但現在體驗了好機個禮拜後只希望重新回歸從前正常忙碌生活，不要每天在公司那麼虛度光陰，也因為有這幾個禮拜的體驗，讓我超希望自己一直有事做，最好是做完一件來一件，那我的心情會非常愉快的。
02/25-03/03,110,12,連假放完後緊接著利用空閒時間替同事做網站遷移。上禮拜同事突然找我說希望我和另一位實習生能跟他一起處理網站相關問題，所以就幫忙了。只能說很難，一開始以為只要移過來移過去應該就行了，沒想到竟然還要我們自己設計網頁排版的，用的超艱辛，根本覺得自己好猛。我和另外一位實習生就一起分工合作，參考其他處的設計排版、問同事意見，無止盡的用用用，直到用好都虛脫。但用好這些看到這是我用出來的東西就覺得我好厲害啊!連這個都會了!
03/04-03/10,110,12,3/5這天是我們處內的春酒，所以心裡很緊張。一直聽說每年工讀生都會拿到最大獎，害我心裡超期待的。抱著忐忑不安的心到了晚上，準備摸彩時一直祈禱能拿到大獎，結果!只拿到3獎2000元;另外兩位一個1200一個800。抽完獎後大家都說今年的大獎沒被我們拿走，真開心。我們聽到整個覺得太哀了，我們三個竟然一個人都沒中，被捷足先登了。雖然最後沒拿到大獎，但過程中玩得開心、吃的也開心，拿的一般開心，這是我第一次也是最後一次和大家參與處內處餐，希望未來的公司春酒我能中大獎!
03/11-03/17,110,12,最近這禮拜一直在幫同事處理有關合約問題，每天一疊一疊的都要花很多時間才能處理完。所以又回歸忙碌的生活了。就像是把前幾個禮拜的空閒一次補齊一樣，整天忙都忙不完，要等到快下班才喘口氣。每次放輕鬆時都會想到自己在這裡剩四個月時，都覺得時間好快明明不久前自己才剛進來、還很認生的，隨著時間慢慢流逝，跟大家也大多熟了。到七月我應該會很捨不得吧，而且前陣子也有跟另一個實習生討論要請同事吃點心，畢竟他們幫我們不少，要不是他們，我們應該也不會像現在這樣熟悉操作流程。
03/18-03/24,110,12,在寫這篇時才發現自己已經做完學生時期的最後一份作業了。時間過得好快啊，已經要畢業了。畢業後就要開始真正的職場生活了，但在那之前這份實習工作也是再兩個月多就要說再見了，雖然總是一直希望可以趕快結束，但真的快要結束時又很捨不得。最近已經越來越多同事來問我的後續是想進修還是踏入職場，我都統一回答:直接工作。因為我現在只想快點找到工作穩定下來，進修的話隨時都可以，但工作可是不一樣啊。不過現在還是先一邊工作一邊努力找工作吧，這樣才不會浪費時間。
03/18-03/24,110,12,在實習過程中我認識到了部門裡的各組織工作內容與部門之間做事處理方式。其中收穫最多還是以自己所待的組內，因為每天都要處理其他同事派發給我的案子或信件，讓我在這之中找到了屬於我自己的做事風格與學會看案子要的是什麼效益、需要怎樣的方式才能完成又或者是需要部門裡的哪位同仁一起協助處理。
03/18-03/24,110,12,這學期遇到有人來調閱很久以前的合約，但我們部門專放合約的地方已經變得像魔窟一樣，完全沒人整理。為了找到那份年代久遠的合約我重新把魔窟重整一頓，慢慢分門別類，從A到E、序號01到200，一點點慢慢整理。直到三天後才完全整理完，完全煥然一新。連主管都嚇到，狂說我立大功。之後我就快速的找到那一份合約和增補約合約書。總之，這過程簡直是艱辛到爆。整頓完超有成就感。
03/18-03/24,110,12,如果有機會我想繼續留在台新。但，會想去其他單位磨練自己。因為我喜歡學習新事物，增加自己其他方面的競爭力。在這裡實習我很開心，有好的主管和同事，大家都對我很好，有什麼有趣好玩的總是會問我要不要也來，不會因為我是實習生就欺負我或討厭我。雖然我不能保證其他實習公司一定對實習生都很好，但這裡我真的覺得很難得，很幸運能遇到他們。雖然很喜歡這個部門，但是能學到的東西老實說都不是很專精，我自己是更希望偏向能夠真的學到有用的東西，不管他是什麼，我都願意去學習。不過也不能說真的都沒有學到東西，因為真正的東西我只能學到皮毛，主管也不可能直接完全把案子給我一個實習生做，我可以了解，但還是希望能有機會真的學到對未來有用的東西，讓我充實自己。這是我幾個月前的想法，現在的我越接近畢業越確定自己不會想留在台新。我會想往外發展，看看其他公司多多了解自己真正想要的是什麼。而且台新的整體環境我不是很喜歡，制度也是，覺得不合適自己。所以總歸自己還是不會想繼續留任。
11/18-11/24,109,13,休息了將近一個月半終於回去上班了，還真的有點不習慣，畢竟手還是無法好好打直，平放在桌上還有點怕怕的，畢竟要習慣手裡面有兩根粗粗的骨板，偶爾還是會痛痛的，還好經理跟主管都人很好，他們說我慢慢打就好了，更不會勉強我的產能要跟別人一樣多。不過現在開始都要習慣搭公車上下班，要早早起床好不習慣，坐公車時雖然手有綁著，但還是不會有人讓位，嗚嗚，也只能默默的用左手扶著希望公車不要突然急煞車。還好還年輕體力還撐得住呀。
11/25-12/01,109,13,每天上班都過得很緩慢，還在適應每天搭車的日子，天氣又越來越冷了，有時候還會下雨需要拿雨傘，慢慢嘗試除了搭車其他時間不要包著手。上班的時候打個一小時手就好酸偶爾還會痛，真的不知道還要多久，傷太重的復健之路真的好漫長呀，不過這已經比當初包石膏的感覺好很多了。慶幸自己年輕，承受的起這些疼痛和不舒服，心理壓力也不小，走在路上都要好小心，很怕一個不小心用到這隻脆弱的手，算一算實習還有將近半年，只能告訴自己要加油撐下去呀~~~~~~
12/02-12/08,109,13,慢慢越來越習慣這種上下班的感覺，不過手還是時常在發酸，剛開始回來上班時覺得終於不無聊了，不過現在過了兩個禮拜了，又開始覺得無聊了，人真的好討厭呀，容易覺得無聊。畢竟在這裡的工作是一塵不變的，我們的經理又算嚴格，有些組別都好自由呀，可以拿手機出來滑一下，畢竟我手痠想休息的時候都只能捏捏手然後發呆，看著旁邊的同事打字聲，倒數著實習甚麼時後結束呢，然後一個小時跑去廁所一次醒腦，這份工作真的好讓人想睡呀QQ。
